County-State,Graduation-Rate
HUERFANO-CO,0.7282608696
JACKSON-CO,0.5217391304
JEFFERSON-CO,0.7936463312
KIOWA-CO,0.9444444444
KIT CARSON-CO,0.8571428571
LAKE-CO,0.595505618
LA PLATA-CO,0.8127035831
LARIMER-CO,0.8629200119
LAS ANIMAS-CO,0.7078651685
LINCOLN-CO,1
LOGAN-CO,0.7830882353
MESA-CO,0.7594562648
MINERAL-CO,0.7857142857
MOFFAT-CO,0.8833333333
MONTEZUMA-CO,0.7549295775
MONTROSE-CO,0.7274678112
MORGAN-CO,0.7014925373
OTERO-CO,0.7570977918
OURAY-CO,0.8333333333
PARK-CO,0.7329192547
PHILLIPS-CO,0.734939759
PITKIN-CO,0.992481203
PROWERS-CO,0.6995708155
PUEBLO-CO,0.65397755
RIO BLANCO-CO,0.8446601942
RIO GRANDE-CO,0.7511111111
ROUTT-CO,0.9162995595
SAGUACHE-CO,0.7088607595
SAN JUAN-CO,1
SAN MIGUEL-CO,0.9873417722
SEDGWICK-CO,0.7674418605
SUMMIT-CO,0.8186046512
TELLER-CO,0.7238095238
WASHINGTON-CO,0.7702702703
WELD-CO,0.7759823724
YUMA-CO,0.7515923567
FAIRFIELD-CT,0.8335304554
HARTFORD-CT,0.7903607872
LITCHFIELD-CT,0.8312796209
MIDDLESEX-CT,0.8170731707
NEW HAVEN-CT,0.774632499
NEW LONDON-CT,0.8666666667
TOLLAND-CT,0.8475
WINDHAM-CT,0.726647001
KENT-DE,0.7252747253
NEW CASTLE-DE,0.6662574176
SUSSEX-DE,0.6987261146
DISTRICT OF COLUMBIA-DC,""
DISTRICT OF COLUMBIA-DC,""
ALACHUA-FL,0.7102184087
BAKER-FL,0.648
BAY-FL,0.7029843676
BRADFORD-FL,0.6768916155
BREVARD-FL,0.7504960317
BROWARD-FL,0.6504854369
CALHOUN-FL,0.6630434783
CHARLOTTE-FL,0.8392630241
CITRUS-FL,0.6891304348
CLAY-FL,0.7645841953
COLLIER-FL,0.7147809644
COLUMBIA-FL,0.626344086
DESOTO-FL,0.5120350109
DIXIE-FL,0.6171428571
DUVAL-FL,0.562005277
ESCAMBIA-FL,0.5835662381
FLAGLER-FL,0.8225538972
FRANKLIN-FL,0.6382978723
GADSDEN-FL,0.3432539683
GILCHRIST-FL,0.6605504587
GLADES-FL,0.5903614458
GULF-FL,0.6460674157
HAMILTON-FL,0.5035971223
HARDEE-FL,0.5621301775
HENDRY-FL,0.6233766234
HERNANDO-FL,0.6921197312
HIGHLANDS-FL,0.6645768025
HILLSBOROUGH-FL,0.6565690946
HOLMES-FL,0.623655914
INDIAN RIVER-FL,0.7035060976
JACKSON-FL,0.7247706422
JEFFERSON-FL,0.4285714286
LAFAYETTE-FL,0.7529411765
LAKE-FL,0.7395626243
LEE-FL,0.6852643857
LEON-FL,0.7405570393
LEVY-FL,0.513618677
LIBERTY-FL,0.6386554622
MADISON-FL,0.5320512821
MANATEE-FL,0.6268212905
MARION-FL,0.6693105552
MARTIN-FL,0.7333772219
MIAMI-DADE-FL,0.5374048223
MONROE-FL,0.6869220608
NASSAU-FL,0.7476744186
OKALOOSA-FL,0.7707509881
OKEECHOBEE-FL,0.5731922399
ORANGE-FL,0.6607909605
OSCEOLA-FL,0.7065026362
PALM BEACH-FL,0.5949996498
PASCO-FL,0.6407643312
PINELLAS-FL,0.5454282128
POLK-FL,0.6313949793
PUTNAM-FL,0.591002045
ST. JOHNS-FL,0.8353562005
ST. LUCIE-FL,0.5852907201
SANTA ROSA-FL,0.7620889749
SARASOTA-FL,0.7395577396
SEMINOLE-FL,0.6992892291
SUMTER-FL,0.6857142857
SUWANNEE-FL,0.5942622951
TAYLOR-FL,0.537414966
UNION-FL,0.6976744186
VOLUSIA-FL,0.6333392008
WAKULLA-FL,0.5461538462
WALTON-FL,0.7125256674
WASHINGTON-FL,0.6492537313
APPLING-GA,0.6448979592
ATKINSON-GA,0.5491803279
BACON-GA,0.5394736842
BAKER-GA,""
BALDWIN-GA,0.5107758621
BANKS-GA,0.6335078534
BARROW-GA,0.5791666667
BARTOW-GA,0.5572246066
BEN HILL-GA,0.536121673
BERRIEN-GA,0.5991735537
BIBB-GA,0.4722222222
BLECKLEY-GA,0.6868131868
BRANTLEY-GA,0.674796748
BROOKS-GA,0.4893617021
BRYAN-GA,0.753117207
BULLOCH-GA,0.6680613668
BURKE-GA,0.4932975871
BUTTS-GA,0.5082508251
CALHOUN-GA,0.3548387097
CAMDEN-GA,0.6598639456
CANDLER-GA,0.5308641975
CARROLL-GA,0.5878378378
CATOOSA-GA,0.6104575163
CHARLTON-GA,0.5838509317
CHATHAM-GA,0.526959847
CHATTAHOOCHEE-GA,""
CHATTOOGA-GA,0.5910652921
CHEROKEE-GA,0.6982085439
CLARKE-GA,0.5033407572
CLAY-GA,""
CLAYTON-GA,0.5134726769
CLINCH-GA,0.6033057851
COBB-GA,0.7413245501
COFFEE-GA,0.5413005272
COLQUITT-GA,0.5306427504
COLUMBIA-GA,0.7723525682
COOK-GA,0.6235294118
COWETA-GA,0.6732813607
CRAWFORD-GA,0.546875
CRISP-GA,0.512987013
DADE-GA,0.6592178771
DAWSON-GA,0.6919831224
DECATUR-GA,0.6706161137
DEKALB-GA,0.5699106496
DODGE-GA,0.6666666667
DOOLY-GA,0.3863636364
DOUGHERTY-GA,0.4857582756
DOUGLAS-GA,0.7028140014
EARLY-GA,0.6490384615
ECHOLS-GA,0.5869565217
EFFINGHAM-GA,0.6707482993
ELBERT-GA,0.5148809524
EMANUEL-GA,0.5113636364
EVANS-GA,0.5393258427
FANNIN-GA,0.6512455516
FAYETTE-GA,0.846606093
FLOYD-GA,0.6088039867
FORSYTH-GA,0.764624914
FRANKLIN-GA,0.5494880546
FULTON-GA,0.6374527793
GILMER-GA,0.5179640719
GLASCOCK-GA,0.7142857143
GLYNN-GA,0.5686673449
GORDON-GA,0.6014814815
GRADY-GA,0.5193370166
GREENE-GA,0.5660377358
GWINNETT-GA,0.7147930195
HABERSHAM-GA,0.5896907216
HALL-GA,0.5880077369
HANCOCK-GA,0.6350364964
HARALSON-GA,0.6533665835
HARRIS-GA,0.7299703264
HART-GA,0.5802047782
HEARD-GA,0.6257668712
HENRY-GA,0.719876869
HOUSTON-GA,0.7275219298
IRWIN-GA,0.5870967742
JACKSON-GA,0.7137745975
JASPER-GA,0.505952381
JEFF DAVIS-GA,0.5287958115
JEFFERSON-GA,0.6749116608
JENKINS-GA,0.6315789474
JOHNSON-GA,0.6116504854
JONES-GA,0.6106666667
LAMAR-GA,0.5951219512
LANIER-GA,0.5641025641
LAURENS-GA,0.5986013986
LEE-GA,0.6602564103
LIBERTY-GA,0.5633232016
LINCOLN-GA,0.6869565217
LONG-GA,0.4852941176
LOWNDES-GA,0.6201492537
LUMPKIN-GA,0.5847750865
MCDUFFIE-GA,0.5769230769
MCINTOSH-GA,0.6115107914
MACON-GA,0.4823529412
MADISON-GA,0.5894736842
MARION-GA,0.6976744186
MERIWETHER-GA,0.5079872204
MILLER-GA,0.7717391304
MITCHELL-GA,0.4895287958
MONROE-GA,0.5856697819
MONTGOMERY-GA,0.5192307692
MORGAN-GA,0.6856060606
MURRAY-GA,0.5265017668
MUSCOGEE-GA,0.584180791
NEWTON-GA,0.5070422535
OCONEE-GA,""
OGLETHORPE-GA,0.6407185629
PAULDING-GA,0.6619418852
PEACH-GA,0.5384615385
PICKENS-GA,0.587431694
PIERCE-GA,0.6411290323
PIKE-GA,0.6961538462
POLK-GA,0.6083188908
PULASKI-GA,0.6916666667
PUTNAM-GA,0.5482233503
QUITMAN-GA,""
RABUN-GA,0.6853146853
RANDOLPH-GA,0.5625
RICHMOND-GA,0.5161406026
ROCKDALE-GA,0.6355932203
SCHLEY-GA,0.6626506024
SCREVEN-GA,0.6812749004
SEMINOLE-GA,0.6206896552
SPALDING-GA,0.5023980815
STEPHENS-GA,0.5721649485
STEWART-GA,0.2857142857
SUMTER-GA,0.4678492239
TALBOT-GA,0.4
TALIAFERRO-GA,0.75
TATTNALL-GA,0.6023166023
TAYLOR-GA,0.6031746032
TELFAIR-GA,0.5327102804
TERRELL-GA,0.5041322314
THOMAS-GA,0.6069802731
TIFT-GA,0.5437392796
TOOMBS-GA,0.5921375921
TOWNS-GA,1
TREUTLEN-GA,0.5225225225
TROUP-GA,0.6074468085
TURNER-GA,0.6158536585
TWIGGS-GA,0.406504065
UNION-GA,0.8449367089
UPSON-GA,0.614213198
WALKER-GA,0.5406451613
WALTON-GA,0.5967246673
WARE-GA,0.5287356322
WARREN-GA,0.5512820513
WASHINGTON-GA,0.6772151899
WAYNE-GA,0.5804878049
WEBSTER-GA,""
WHEELER-GA,0.5684210526
WHITE-GA,0.6739130435
WHITFIELD-GA,0.5830285296
WILCOX-GA,0.6666666667
WILKES-GA,0.6617647059
WILKINSON-GA,0.8083333333
WORTH-GA,0.4709141274
HAWAII-HI,0.7544987147
HONOLULU-HI,0.7550603149
KALAWAO-HI,""
KAUAI-HI,0.7564841499
MAUI-HI,0.7549788775
ADA-ID,0.8395927602
ADAMS-ID,0.8409090909
BANNOCK-ID,0.7976190476
BEAR LAKE-ID,0.8695652174
BENEWAH-ID,0.6849315068
BINGHAM-ID,0.8523002421
BLAINE-ID,0.8513011152
BOISE-ID,0.81
BONNER-ID,0.8546845124
BONNEVILLE-ID,0.8481262327
BOUNDARY-ID,0.8175675676
BUTTE-ID,0.9069767442
CAMAS-ID,1
CANYON-ID,0.6184466019
CARIBOU-ID,0.9054054054
CASSIA-ID,0.8310502283
CLARK-ID,1
CLEARWATER-ID,0.8403361345
CUSTER-ID,0.7391304348
ELMORE-ID,0.5628140704
FRANKLIN-ID,0.9574468085
FREMONT-ID,0.7541899441
GEM-ID,0.7709251101
GOODING-ID,0.7935779817
IDAHO-ID,0.8210526316
JEFFERSON-ID,0.8530805687
JEROME-ID,0.7296416938
KOOTENAI-ID,0.816828479
LATAH-ID,0.927027027
LEMHI-ID,0.7927927928
LEWIS-ID,0.925
LINCOLN-ID,0.7317073171
MADISON-ID,0.9816513761
MINIDOKA-ID,0.7352024922
NEZ PERCE-ID,0.8757894737
ONEIDA-ID,0.9
OWYHEE-ID,0.7911392405
PAYETTE-ID,0.8053892216
POWER-ID,0.8846153846
SHOSHONE-ID,0.6993865031
TETON-ID,0.7706422018
TWIN FALLS-ID,0.7395301328
VALLEY-ID,0.8524590164
WASHINGTON-ID,0.8689655172
ADAMS-IL,0.9039615846
ALEXANDER-IL,0.762295082
BOND-IL,0.8953488372
BOONE-IL,0.7871674491
BROWN-IL,0.8333333333
BUREAU-IL,0.8475609756
CALHOUN-IL,1
CARROLL-IL,0.9152542373
CASS-IL,0.7266666667
CHAMPAIGN-IL,0.8611464968
CHRISTIAN-IL,0.8665207877
CLARK-IL,0.8474576271
CLAY-IL,0.8009950249
CLINTON-IL,0.8394495413
COLES-IL,0.7781456954
COOK-IL,0.6083517682
CRAWFORD-IL,0.7965517241
CUMBERLAND-IL,0.9397590361
DEKALB-IL,0.9060031596
DE WITT-IL,0.84375
DOUGLAS-IL,0.9490740741
DUPAGE-IL,0.9203970781
EDGAR-IL,0.8388429752
EDWARDS-IL,0.9305555556
EFFINGHAM-IL,0.8300395257
FAYETTE-IL,0.804
FORD-IL,0.8717948718
FRANKLIN-IL,0.7062706271
FULTON-IL,0.8580786026
GALLATIN-IL,0.7666666667
GREENE-IL,0.7752808989
GRUNDY-IL,0.9124087591
HAMILTON-IL,0.92
HANCOCK-IL,0.9479166667
HARDIN-IL,0.6875
HENDERSON-IL,""
HENRY-IL,0.8567530696
IROQUOIS-IL,0.8283378747
JACKSON-IL,0.734375
JASPER-IL,0.9726027397
JEFFERSON-IL,1
JERSEY-IL,0.9644268775
JO DAVIESS-IL,0.8450704225
JOHNSON-IL,0.9375
KANE-IL,0.8427801524
KANKAKEE-IL,0.8087248322
KENDALL-IL,0.9894957983
KNOX-IL,0.7614379085
LAKE-IL,0.8715451435
LASALLE-IL,0.8333333333
LAWRENCE-IL,0.8418367347
LEE-IL,0.7748815166
LIVINGSTON-IL,0.9785714286
LOGAN-IL,0.9135802469
MCDONOUGH-IL,0.9403669725
MCHENRY-IL,0.9057377049
MCLEAN-IL,0.8320209974
MACON-IL,0.7350180505
MACOUPIN-IL,0.8613333333
MADISON-IL,0.8136473848
MARION-IL,0.8041958042
MARSHALL-IL,0.8952380952
MASON-IL,0.7574626866
MASSAC-IL,0.8406593407
MENARD-IL,0.8274336283
MERCER-IL,0.8091603053
MONROE-IL,1
MONTGOMERY-IL,0.8067885117
MORGAN-IL,0.9293139293
MOULTRIE-IL,0.8875739645
OGLE-IL,0.9193825043
PEORIA-IL,0.7777777778
PERRY-IL,0.6929824561
PIATT-IL,0.9098712446
PIKE-IL,0.8464566929
POPE-IL,0.6136363636
PULASKI-IL,0.75
PUTNAM-IL,0.8470588235
RANDOLPH-IL,0.9051282051
RICHLAND-IL,0.9086294416
ROCK ISLAND-IL,0.7736351531
ST. CLAIR-IL,0.6956319703
SALINE-IL,0.8396501458
SANGAMON-IL,0.7874396135
SCHUYLER-IL,""
SCOTT-IL,0.8375
SHELBY-IL,0.8610169492
STARK-IL,0.9714285714
STEPHENSON-IL,0.8614916286
TAZEWELL-IL,1
UNION-IL,0.7272727273
VERMILION-IL,0.755489022
WABASH-IL,0.8827160494
WARREN-IL,1
WASHINGTON-IL,0.8133333333
WAYNE-IL,0.9358974359
WHITE-IL,0.8619047619
WHITESIDE-IL,0.7807757167
WILL-IL,0.8922424545
WILLIAMSON-IL,0.8672566372
WINNEBAGO-IL,0.6786050895
WOODFORD-IL,0.8425925926
ADAMS-IN,0.8564593301
ALLEN-IN,0.754799514
BARTHOLOMEW-IN,0.7429501085
BENTON-IN,0.7743902439
BLACKFORD-IN,0.7891566265
BOONE-IN,0.8299595142
BROWN-IN,0.7213930348
CARROLL-IN,0.8271604938
CASS-IN,0.7695099819
CLARK-IN,0.7077189939
CLAY-IN,0.68956743
CLINTON-IN,0.7208835341
CRAWFORD-IN,0.7573529412
DAVIESS-IN,0.7654723127
DEARBORN-IN,0.8196500673
DECATUR-IN,0.7627627628
DE KALB-IN,0.8408679928
DELAWARE-IN,0.6965466569
DUBOIS-IN,0.8764607679
ELKHART-IN,0.6767830046
FAYETTE-IN,0.6153846154
FLOYD-IN,0.7440273038
FOUNTAIN-IN,0.7244094488
FRANKLIN-IN,0.8870523416
FULTON-IN,0.712962963
GIBSON-IN,0.8337408313
GRANT-IN,0.7076271186
GREENE-IN,0.7051282051
HAMILTON-IN,0.8736803786
HANCOCK-IN,0.8450226244
HARRISON-IN,0.8188679245
HENDRICKS-IN,0.8660377358
HENRY-IN,0.8046511628
HOWARD-IN,0.7333948339
HUNTINGTON-IN,0.7662835249
JACKSON-IN,0.7528301887
JASPER-IN,0.7520435967
JAY-IN,0.6821428571
JEFFERSON-IN,0.6899224806
JENNINGS-IN,0.6015228426
JOHNSON-IN,0.8055716773
KNOX-IN,0.7785087719
KOSCIUSKO-IN,0.7528795812
LAGRANGE-IN,0.7383592018
LAKE-IN,0.6909662215
LA PORTE-IN,0.694143167
LAWRENCE-IN,0.7037037037
MADISON-IN,0.6633906634
MARION-IN,0.6160854232
MARSHALL-IN,0.7983471074
MARTIN-IN,0.8445945946
MIAMI-IN,0.7344064386
MONROE-IN,0.7712355212
MONTGOMERY-IN,0.7733333333
MORGAN-IN,0.8221208666
NEWTON-IN,0.7252252252
NOBLE-IN,0.7271341463
OHIO-IN,0.8021978022
ORANGE-IN,0.7572463768
OWEN-IN,0.6932773109
PARKE-IN,0.8009259259
PERRY-IN,0.7701149425
PIKE-IN,0.7391304348
PORTER-IN,0.8466469428
POSEY-IN,0.8912466844
PULASKI-IN,0.8225806452
PUTNAM-IN,0.7550274223
RANDOLPH-IN,0.8010204082
RIPLEY-IN,0.7617449664
RUSH-IN,0.6525423729
ST. JOSEPH-IN,0.6744687404
SCOTT-IN,0.6349206349
SHELBY-IN,0.728
SPENCER-IN,0.8993710692
STARKE-IN,0.6726726727
STEUBEN-IN,0.7860576923
SULLIVAN-IN,0.743083004
SWITZERLAND-IN,0.6046511628
TIPPECANOE-IN,0.7757575758
TIPTON-IN,0.8197424893
UNION-IN,0.7355371901
VANDERBURGH-IN,0.7351598174
VERMILLION-IN,0.7826086957
VIGO-IN,0.7090620032
WABASH-IN,0.7321428571
WARREN-IN,0.854368932
WARRICK-IN,0.8267716535
WASHINGTON-IN,0.7396907216
WAYNE-IN,0.6233090531
WELLS-IN,0.8349514563
WHITE-IN,0.7077294686
WHITLEY-IN,0.8583617747
ADAIR-IA,0.9090909091
ADAMS-IA,0.8360655738
ALLAMAKEE-IA,0.9523809524
APPANOOSE-IA,0.8756476684
AUDUBON-IA,0.978021978
BENTON-IA,0.9127725857
BLACK HAWK-IA,0.8236914601
BOONE-IA,0.8076923077
BREMER-IA,1
BUCHANAN-IA,0.9351145038
BUENA VISTA-IA,0.8054607509
BUTLER-IA,1
CALHOUN-IA,0.935
CARROLL-IA,0.9101123596
CASS-IA,0.9660194175
CEDAR-IA,1
CERRO GORDO-IA,0.8089053803
CHEROKEE-IA,0.9378238342
CHICKASAW-IA,0.8783068783
CLARKE-IA,1
CLAY-IA,0.8504273504
CLAYTON-IA,0.9395604396
CLINTON-IA,0.8597222222
CRAWFORD-IA,1
DALLAS-IA,0.9380664653
DAVIS-IA,1
DECATUR-IA,0.9074074074
DELAWARE-IA,0.9416666667
DES MOINES-IA,0.8065764023
DICKINSON-IA,0.9371727749
DUBUQUE-IA,0.9056956116
EMMET-IA,0.8662420382
FAYETTE-IA,0.8616714697
FLOYD-IA,0.8067226891
FRANKLIN-IA,0.9900990099
FREMONT-IA,0.8188976378
GREENE-IA,0.9125
GRUNDY-IA,0.9121338912
GUTHRIE-IA,0.929245283
HAMILTON-IA,0.9049586777
HANCOCK-IA,0.9776119403
HARDIN-IA,0.9418604651
HARRISON-IA,0.9766536965
HENRY-IA,0.8520900322
HOWARD-IA,0.9011627907
HUMBOLDT-IA,0.8333333333
IDA-IA,0.982300885
IOWA-IA,0.9220779221
JACKSON-IA,0.923566879
JASPER-IA,0.8965517241
JEFFERSON-IA,0.8340807175
JOHNSON-IA,0.9107142857
JONES-IA,0.8571428571
KEOKUK-IA,0.9838709677
KOSSUTH-IA,0.88
LEE-IA,0.7986270023
LINN-IA,0.8506289308
LOUISA-IA,0.7743362832
LUCAS-IA,1
LYON-IA,0.8952380952
MADISON-IA,0.9196428571
MAHASKA-IA,0.9257641921
MARION-IA,0.96812749
MARSHALL-IA,0.8489065606
MILLS-IA,0.9174757282
MITCHELL-IA,0.875739645
MONONA-IA,0.671875
MONROE-IA,0.7916666667
MONTGOMERY-IA,0.8035714286
MUSCATINE-IA,0.7418300654
O'BRIEN-IA,0.95
OSCEOLA-IA,1
PAGE-IA,0.6761565836
PALO ALTO-IA,1
PLYMOUTH-IA,0.9415041783
POCAHONTAS-IA,0.9805825243
POLK-IA,0.835338034
POTTAWATTAMIE-IA,0.6851032448
POWESHIEK-IA,0.9324324324
RINGGOLD-IA,0.9193548387
SAC-IA,0.9186046512
SCOTT-IA,0.8391345249
SHELBY-IA,0.9644970414
SIOUX-IA,0.9034090909
STORY-IA,0.9443127962
TAMA-IA,0.8585365854
TAYLOR-IA,0.9473684211
UNION-IA,0.8176470588
VAN BUREN-IA,0.9
WAPELLO-IA,0.7815442561
WARREN-IA,0.9055374593
WASHINGTON-IA,0.884057971
WAYNE-IA,0.9146341463
WEBSTER-IA,0.8028503563
WINNEBAGO-IA,0.9116465863
WINNESHIEK-IA,1
WOODBURY-IA,0.8880426504
WORTH-IA,0.875
WRIGHT-IA,0.9108910891
ALLEN-KS,0.8294930876
ANDERSON-KS,0.7608695652
ATCHISON-KS,0.7680412371
BARBER-KS,0.9010989011
BARTON-KS,0.7906403941
BOURBON-KS,0.7716894977
BROWN-KS,0.6911764706
BUTLER-KS,0.8289007092
CHASE-KS,0.8979591837
CHAUTAUQUA-KS,0.8620689655
CHEROKEE-KS,0.7521613833
CHEYENNE-KS,0.8888888889
CLARK-KS,0.7391304348
CLAY-KS,0.7466666667
CLOUD-KS,0.7338709677
COFFEY-KS,0.8550724638
COMANCHE-KS,1
COWLEY-KS,0.8010118044
CRAWFORD-KS,0.7806451613
DECATUR-KS,0.8541666667
DICKINSON-KS,0.8427299703
DONIPHAN-KS,0.9008264463
DOUGLAS-KS,0.8553274682
EDWARDS-KS,1
ELK-KS,0.75
ELLIS-KS,0.7854984894
ELLSWORTH-KS,0.8888888889
FINNEY-KS,0.5923664122
FORD-KS,0.7865612648
FRANKLIN-KS,0.818627451
GEARY-KS,0.429245283
GOVE-KS,0.8867924528
GRAHAM-KS,0.8536585366
GRANT-KS,0.5538461538
GRAY-KS,0.7875
GREELEY-KS,1
GREENWOOD-KS,0.8191489362
HAMILTON-KS,0.7906976744
HARPER-KS,0.738317757
HARVEY-KS,0.8008658009
HASKELL-KS,0.8205128205
HODGEMAN-KS,0.9
JACKSON-KS,0.8638497653
JEFFERSON-KS,0.8888888889
JEWELL-KS,0.880952381
JOHNSON-KS,0.8920508744
KEARNY-KS,0.7676767677
KINGMAN-KS,0.7515923567
KIOWA-KS,0.9649122807
LABETTE-KS,0.791086351
LANE-KS,1
LEAVENWORTH-KS,0.8286937901
LINCOLN-KS,0.8148148148
LINN-KS,0.8742857143
LOGAN-KS,0.962962963
LYON-KS,0.7092337917
MCPHERSON-KS,0.8553299492
MARION-KS,0.8952879581
MARSHALL-KS,0.8895705521
MEADE-KS,0.8035714286
MIAMI-KS,0.8402061856
MITCHELL-KS,0.8955223881
MONTGOMERY-KS,0.7815631263
MORRIS-KS,0.8064516129
MORTON-KS,0.7142857143
NEMAHA-KS,0.9322033898
NEOSHO-KS,0.7509433962
NESS-KS,0.8695652174
NORTON-KS,1
OSAGE-KS,0.8345323741
OSBORNE-KS,0.7261904762
OTTAWA-KS,0.9035087719
PAWNEE-KS,0.8
PHILLIPS-KS,0.8556701031
POTTAWATOMIE-KS,0.9105691057
PRATT-KS,0.9007633588
RAWLINS-KS,""
RENO-KS,0.8337320574
REPUBLIC-KS,0.8617021277
RICE-KS,0.7113402062
RILEY-KS,0.8792792793
ROOKS-KS,0.9069767442
RUSH-KS,0.8888888889
RUSSELL-KS,0.8817204301
SALINE-KS,0.7610062893
SCOTT-KS,0.8295454545
SEDGWICK-KS,0.729218107
SEWARD-KS,0.6422976501
SHAWNEE-KS,0.6301310044
SHERIDAN-KS,0.9459459459
SHERMAN-KS,0.6701030928
SMITH-KS,0.6326530612
STAFFORD-KS,0.6428571429
STANTON-KS,0.7954545455
STEVENS-KS,0.7419354839
SUMNER-KS,0.8
THOMAS-KS,0.78125
TREGO-KS,0.8913043478
WABAUNSEE-KS,0.8316831683
WALLACE-KS,0.92
WASHINGTON-KS,0.9411764706
WICHITA-KS,0.7027027027
WILSON-KS,0.7777777778
WOODSON-KS,0.7719298246
WYANDOTTE-KS,0.5994843146
ADAIR-KY,0.8195876289
ALLEN-KY,0.8347826087
ANDERSON-KY,0.8979591837
BALLARD-KY,0.90625
BARREN-KY,0.8453389831
BATH-KY,0.8333333333
BELL-KY,0.837398374
BOONE-KY,0.9008935825
BOURBON-KY,0.9036144578
BOYD-KY,0.9014869888
BOYLE-KY,0.8791540785
BRACKEN-KY,0.8899082569
BREATHITT-KY,0.8134715026
BRECKINRIDGE-KY,0.8755555556
BULLITT-KY,0.8738207547
BUTLER-KY,0.8766233766
CALDWELL-KY,0.8823529412
CALLOWAY-KY,0.9031339031
CAMPBELL-KY,0.9325153374
CARLISLE-KY,0.8533333333
CARROLL-KY,0.8992248062
CARTER-KY,0.8903394256
CASEY-KY,0.8764705882
CHRISTIAN-KY,0.8236272879
CLARK-KY,0.8106666667
CLAY-KY,0.7248062016
CLINTON-KY,0.9010989011
CRITTENDEN-KY,0.8301886792
CUMBERLAND-KY,0.7727272727
DAVIESS-KY,0.9405204461
EDMONSON-KY,0.8924050633
ELLIOTT-KY,0.7820512821
ESTILL-KY,0.9127516779
FAYETTE-KY,0.8580357143
FLEMING-KY,0.8875
FLOYD-KY,0.8670886076
FRANKLIN-KY,0.8384458078
FULTON-KY,0.9666666667
GALLATIN-KY,0.8695652174
GARRARD-KY,0.8628571429
GRANT-KY,0.8370607029
GRAVES-KY,0.8755555556
GRAYSON-KY,0.8379204893
GREEN-KY,0.9734513274
GREENUP-KY,0.9071729958
HANCOCK-KY,0.9674796748
HARDIN-KY,0.8826254826
HARLAN-KY,0.7308584687
HARRISON-KY,0.900862069
HART-KY,0.8217391304
HENDERSON-KY,0.8278985507
HENRY-KY,0.847715736
HICKMAN-KY,0.9019607843
HOPKINS-KY,0.8711340206
JACKSON-KY,0.8043478261
JEFFERSON-KY,0.846365105
JESSAMINE-KY,0.8661257606
JOHNSON-KY,0.9765886288
KENTON-KY,0.8765081618
KNOTT-KY,0.8713450292
KNOX-KY,0.8575498575
LARUE-KY,0.9580838323
LAUREL-KY,0.8417618271
LAWRENCE-KY,0.8039215686
LEE-KY,0.9240506329
LESLIE-KY,0.7931034483
LETCHER-KY,0.95
LEWIS-KY,0.9212121212
LINCOLN-KY,0.852739726
LIVINGSTON-KY,0.9038461538
LOGAN-KY,0.9110512129
LYON-KY,1
MCCRACKEN-KY,0.896350365
MCCREARY-KY,0.8354978355
MCLEAN-KY,0.8925619835
MADISON-KY,0.9023746702
MAGOFFIN-KY,0.9144736842
MARION-KY,0.8227848101
MARSHALL-KY,0.9171270718
MARTIN-KY,0.8582089552
MASON-KY,0.8774509804
MEADE-KY,0.9060773481
MENIFEE-KY,0.8617021277
MERCER-KY,0.9444444444
METCALFE-KY,0.8387096774
MONROE-KY,0.9035087719
MONTGOMERY-KY,0.8172757475
MORGAN-KY,0.8543046358
MUHLENBERG-KY,0.8784119107
NELSON-KY,0.9504950495
NICHOLAS-KY,0.8409090909
OHIO-KY,0.9146341463
OLDHAM-KY,0.9564643799
OWEN-KY,0.9007092199
OWSLEY-KY,0.8648648649
PENDLETON-KY,0.9246231156
PERRY-KY,0.9080779944
PIKE-KY,0.8238153098
POWELL-KY,0.874251497
PULASKI-KY,0.8867403315
ROBERTSON-KY,0.7575757576
ROCKCASTLE-KY,0.9330357143
ROWAN-KY,0.846473029
RUSSELL-KY,0.9095477387
SCOTT-KY,0.8464818763
SHELBY-KY,0.8737373737
SIMPSON-KY,0.8695652174
SPENCER-KY,0.8784530387
TAYLOR-KY,0.8443708609
TODD-KY,0.9271523179
TRIGG-KY,0.8598726115
TRIMBLE-KY,0.874015748
UNION-KY,0.8307692308
WARREN-KY,0.9118644068
WASHINGTON-KY,0.8823529412
WAYNE-KY,0.8706896552
WEBSTER-KY,0.8782051282
WHITLEY-KY,0.9152542373
WOLFE-KY,0.9777777778
WOODFORD-KY,0.9261744966
ACADIA PARISH-LA,0.5985611511
ALLEN PARISH-LA,0.7235294118
ASCENSION PARISH-LA,0.7938793879
ASSUMPTION PARISH-LA,0.5027624309
AVOYELLES PARISH-LA,0.5690789474
BEAUREGARD PARISH-LA,0.7708779443
BIENVILLE PARISH-LA,0.8020833333
BOSSIER PARISH-LA,0.7332883187
CADDO PARISH-LA,0.5772611284
CALCASIEU PARISH-LA,0.6608870968
CALDWELL PARISH-LA,0.5891472868
CAMERON PARISH-LA,0.7142857143
CATAHOULA PARISH-LA,0.6696428571
CLAIBORNE PARISH-LA,0.6388888889
CONCORDIA PARISH-LA,0.7085020243
DE SOTO PARISH-LA,0.7173913043
EAST BATON ROUGE PARISH-LA,0.6488627651
EAST CARROLL PARISH-LA,0.7156862745
EAST FELICIANA PARISH-LA,0.6813186813
EVANGELINE PARISH-LA,0.5823927765
FRANKLIN PARISH-LA,0.5529801325
