,COUNTYNS,GEOID,ALAND,AWATER,NAME,State,B19049_001E,B19049_001M,B19049_002E,B19049_002M,B19049_003E,B19049_003M,B19049_004E,B19049_004M,B19049_005E,B19049_005M,B19013B_001E,B19013B_001M,B19013C_001E,B19013C_001M,B19013D_001E,B19013D_001M,B19013E_001E,B19013E_001M,B19013F_001E,B19013F_001M,B19013G_001E,B19013G_001M,B19013H_001E,B19013H_001M,B19013I_001E,B19013I_001M,B19053_001E,B19053_001M,B19053_002E,B19053_002M,B19053_003E,B19053_003M,B19053_calc_pctSelfempE,B19053_calc_pctSelfempM,Shape__Area,Shape__Length,OBJECTID
51,00835873,31103,2002257565,2192458,Keya Paha County,Nebraska,55250,9656,,,61071,18275,58000,6959,40625,13975,,,,,,,,,,,,,55250,9656,,,349,45,143,37,206,43,41.0,9.19152678847756,3734674166.55078,281632.902404124,1706.0
52,00835874,31105,2465517096,1448446,Kimball County,Nebraska,48056,8363,,,56111,25065,64805,5595,35789,3048,,,9336.0,4176.0,,,,,,,55000.0,35591.0,48287,8754,60833.0,7347.0,1612,88,185,56,1427,102,11.5,3.41698530617736,4361252714.16797,266814.986572344,1707.0
53,00835875,31107,2870854403,81011709,Knox County,Nebraska,53653,3015,31923.0,3984.0,67460,7444,63510,7061,39628,3325,,,48125.0,19898.0,,,,,80625.0,25781.0,51000.0,13445.0,55481,3468,44531.0,21024.0,3605,151,913,90,2692,141,25.3,2.25994674780756,5457432252.12109,332498.143555761,1708.0
54,00835876,31109,2169272970,22847034,Lancaster County,Nebraska,62464,1162,31584.0,1681.0,68277,1992,79904,3171,53465,2421,32957.0,5358.0,52656.0,19323.0,67174.0,7795.0,,,33661.0,12176.0,34118.0,4522.0,65715,1413,48134.0,4333.0,126666,699,14141,636,112525,885,11.2,0.498313959383686,3827447738.55859,253649.241812045,1709.0
55,00835877,31111,6641092845,28436694,Lincoln County,Nebraska,59995,4621,35433.0,5918.0,67450,5210,71115,4070,40951,4686,63447.0,11173.0,52156.0,19149.0,45221.0,25933.0,,,86417.0,52220.0,74630.0,53596.0,61204,4932,53884.0,11104.0,14765,311,1677,252,13088,367,11.4,1.68988870563076,11737645590.1406,438350.118736209,1710.0
56,00835878,31113,1478101945,1203586,Logan County,Nebraska,45990,5846,,,46905,11637,60625,17725,37813,2649,,,,,,,,,,,,,45469,3594,68750.0,30987.0,319,42,110,37,209,36,34.5,10.6732778078533,2644815097.21094,205799.516947826,1711.0
57,00835879,31115,1459513675,19565477,Loup County,Nebraska,46111,7135,31307.0,5926.0,58250,12222,64688,15521,40000,12653,,,,,,,,,,,,,46111,6679,,,316,45,101,39,215,34,32.0,11.4718217327062,2672949324.44141,207175.519857122,1712.0
58,00835881,31117,2225460624,2680669,McPherson County,Nebraska,51932,12770,,,32188,20268,77083,17995,50278,7425,,,,,,,,,,,,,51932,12770,,,199,37,83,28,116,37,41.7,11.740401508459,3983828083.65625,257920.869448128,1713.0
59,00835880,31119,1483084608,7325865,Madison County,Nebraska,52334,2315,27342.0,9094.0,61899,3947,58750,6729,41800,4067,38578.0,20108.0,40625.0,8159.0,71025.0,10061.0,,,41080.0,14533.0,,,54805,2658,40206.0,8561.0,14187,283,1903,240,12284,357,13.4,1.6703944787855,2693670020.53125,207611.109136008,1714.0
60,00835882,31121,1261996225,24655494,Merrick County,Nebraska,52254,3833,36136.0,1743.0,55875,8430,66950,10641,38860,4182,,,,,,,,,,,63365.0,35863.0,53271,3980,53452.0,10655.0,3330,122,612,105,2718,145,18.4,3.08042405053607,2272647763.30859,313055.994798363,1715.0
61,00835883,31123,3688187959,15647101,Morrill County,Nebraska,46903,4483,42407.0,25009.0,72440,17596,51949,9090,26740,4510,,,,,,,,,,,,,48807,3350,40691.0,13597.0,1969,99,293,57,1676,91,14.9,2.796513583884,6652594530.87891,330936.06662122,1716.0
62,00835884,31125,1143733233,17178940,Nance County,Nebraska,53147,3499,,,57647,8061,52466,9802,46136,9322,,,,,,,,,,,,,53341,3366,44375.0,17565.0,1530,90,407,93,1123,92,26.6,5.87356644766826,2064829058.93359,208412.430068966,1717.0
63,00835885,31127,1055100613,5769944,Nemaha County,Nebraska,50236,5129,33026.0,12060.0,69556,13616,60714,13773,39943,6908,,,,,147625.0,100037.0,,,,,65156.0,40418.0,50169,4971,44107.0,29740.0,2912,154,656,125,2256,154,22.5,4.12394628686713,1830600800.50391,208253.260691754,1718.0
64,00835886,31129,1489645188,1718484,Nuckolls County,Nebraska,52975,2432,20938.0,13392.0,62426,7780,54853,8711,43009,6271,,,,,,,,,,,,,53338,2312,50417.0,47369.0,1852,100,427,66,1425,99,23.1,3.33919245103463,2557540247.02734,202322.702160518,1719.0
65,00835887,31131,1594561690,8689332,Otoe County,Nebraska,64755,3575,41447.0,26315.0,72679,9773,73672,9974,52740,10328,,,14167.0,8355.0,,,,,56636.0,1635.0,48000.0,18335.0,66750,3603,56820.0,5625.0,6509,162,977,155,5532,212,15.0,2.35183245432926,2787956479.25,248630.524983284,1720.0
66,00835888,31133,1116478173,4852359,Pawnee County,Nebraska,46063,6111,41793.0,17071.0,57857,21283,57083,12000,35938,5662,,,,,,,,,,,11813.0,1117.0,47539,6105,,,1221,69,283,61,938,76,23.2,4.82115099447242,1920448151.26563,177092.143148977,1721.0
67,00835889,31135,2287768800,2840176,Perkins County,Nebraska,61389,9256,50921.0,15327.0,86786,6443,57333,10350,43026,8565,,,,,,,,,,,,,64583,8092,39643.0,27511.0,1202,70,287,49,915,77,23.9,3.83205959281619,4007375508.83594,269026.462344969,1722.0
68,00835890,31137,1398048636,1646526,Phelps County,Nebraska,58105,3326,27134.0,12612.0,71901,8975,76477,14456,44250,7269,,,,,,,,,,,,,59839,4805,,,3900,127,736,116,3164,167,18.9,2.91018008568495,2424089058.125,200785.416535593,1723.0
69,00835891,31139,1484707270,3481943,Pierce County,Nebraska,57629,4216,35048.0,12466.0,66829,3821,75329,8230,38276,4010,,,,,,,,,,,,,58987,4375,,,2990,70,516,84,2474,112,17.3,2.78016098924743,2719082826.48438,208564.05285225,1724.0
70,00835892,31141,1745780718,27297317,Platte County,Nebraska,60878,3121,38516.0,10999.0,70394,5499,77861,4663,45859,3635,82826.0,76222.0,,,,,,,63298.0,6342.0,65161.0,32635.0,61669,3298,57219.0,12508.0,13173,217,2308,254,10865,321,17.5,1.90646310041878,3170508319.32031,247275.306504665,1725.0
71,00835893,31143,1136152511,5104692,Polk County,Nebraska,59837,5346,85042.0,68884.0,79091,8964,62969,5461,51366,2462,,,,,,,,,45750.0,12999.0,127500.0,125726.0,60321,5865,39922.0,20021.0,2048,82,373,69,1675,93,18.2,3.28927597461509,2016920958.53125,189631.928948635,1726.0
72,00835894,31145,1857036304,2591016,Red Willow County,Nebraska,48140,5406,27147.0,8443.0,51681,6413,70495,8441,34922,5603,,,,,,,,,,,70938.0,19090.0,50029,4330,40599.0,8199.0,4503,188,819,167,3684,223,18.2,3.63006879679874,3189024002.05078,226922.64027055,1727.0
73,00835895,31147,1429261300,7077610,Richardson County,Nebraska,44524,3408,31494.0,2717.0,59779,11072,47637,3875,32841,9318,,,48000.0,34274.0,,,,,,,,,44036,3380,76181.0,22822.0,3706,153,793,138,2913,213,21.4,3.61738778465009,2459482306.98828,227702.696230849,1728.0
74,00835896,31149,2611466193,8807741,Rock County,Nebraska,51458,7482,28631.0,3580.0,67500,16793,64773,17624,48409,6878,,,,,,,,,,,,,52596,6607,,,617,76,193,40,424,63,31.3,5.21376465712552,4811383120.59766,310248.880529461,1729.0
75,00835897,31151,1486812316,5821039,Saline County,Nebraska,52956,3854,,,53977,6414,64245,8069,42917,7820,,,,,,,,,58354.0,6234.0,32055.0,26966.0,56391,7089,46688.0,1809.0,5292,164,903,145,4389,224,17.1,2.68847300506967,2586038691.90234,203406.660134686,1730.0
76,00835898,31153,616679952,24397525,Sarpy County,Nebraska,83051,1449,43950.0,4294.0,85710,2619,101918,3570,57412,4344,68143.0,9240.0,50729.0,37676.0,67500.0,20975.0,86442.0,59536.0,62955.0,25190.0,53948.0,13976.0,86575,1898,61069.0,8575.0,67299,401,6453,450,60846,656,9.6,0.666212444703073,1130425865.51563,159566.842997368,1731.0
77,00835899,31155,1939715798,28209418,Saunders County,Nebraska,70414,3447,47560.0,19245.0,90568,7653,90909,6742,42930,3932,,,,,,,,,,,66964.0,39002.0,70820,3460,41250.0,30160.0,8542,199,1484,193,7058,225,17.4,2.22287847062263,3482050850.98828,252595.887881689,1732.0
78,00835900,31157,1915576081,15402683,Scotts Bluff County,Nebraska,53433,2608,46591.0,9418.0,64478,5619,58660,5413,39458,3768,88264.0,50879.0,41771.0,13416.0,44000.0,42986.0,,,55994.0,9726.0,59479.0,7920.0,53874,2988,54009.0,5883.0,14657,300,1688,218,12969,357,11.5,1.46854561979415,3482757934.23828,244434.287185106,1733.0
79,00835901,31159,1479995692,11542537,Seward County,Nebraska,71111,3590,25474.0,3435.0,72993,6769,90040,7938,54757,6521,95670.0,15785.0,,,,,,,65000.0,24256.0,,,71206,3566,61250.0,35404.0,6766,156,1337,167,5429,187,19.8,2.42580869031547,2611096674.16406,204371.050154354,1734.0
80,00835902,31161,6321862270,74723228,Sheridan County,Nebraska,45543,3872,36736.0,21017.0,51364,11264,57583,8260,39417,4061,,,45833.0,9307.0,63750.0,37815.0,,,,,31875.0,22547.0,47183,6518,40580.0,15005.0,2312,124,488,71,1824,128,21.1,2.85466260602639,11776919892.2383,474030.538927061,1735.0
81,00835903,31163,1465552766,14998613,Sherman County,Nebraska,53158,3854,36875.0,13793.0,66964,8262,57955,7716,41333,6963,,,,,,,,,2499.0,,,,53684,3278,,,1414,96,385,70,1029,97,27.2,4.5924104321769,2619227199.52734,205173.333646969,1736.0
82,00835904,31165,5352785007,1665309,Sioux County,Nebraska,47422,3339,46359.0,4168.0,48295,19041,66875,25116,44297,4324,,,,,,,,,,,,,48150,5453,,,530,61,179,53,351,67,33.8,9.21358111250617,9852890857.35156,446346.629265094,1737.0
83,00835905,31167,1107500711,8789496,Stanton County,Nebraska,64808,6162,,,73350,7535,76823,6483,42351,4252,54167.0,16013.0,,,,,,,,,31284.0,104.0,68057,6937,57734.0,45842.0,2430,94,467,97,1963,130,19.2,3.92193269311898,2017524048.21094,181665.452328637,1738.0
84,00835906,31169,1486153254,3025339,Thayer County,Nebraska,53234,2399,42083.0,15783.0,63646,5787,59643,9091,45833,6311,,,,,,,,,,,53750.0,50211.0,53438,2463,40500.0,40365.0,2247,79,515,70,1732,94,22.9,3.00924548520132,2553785934.39844,202364.459317133,1739.0
85,00835907,31171,1845564903,2028433,Thomas County,Nebraska,59000,13297,16667.0,4947.0,60650,4836,59688,42433,50000,32851,,,,,,,,,,,,,59625,11098,,,276,40,45,18,231,41,16.3,6.0786144388709,3338897196.27734,232523.11297805,1740.0
86,00835908,31173,1019377275,6458648,Thurston County,Nebraska,55574,4568,42292.0,24523.0,56635,5817,72083,11313,37625,4326,,,46544.0,7033.0,53750.0,6065.0,,,,,38583.0,4321.0,63269,7699,77188.0,27655.0,2165,46,264,38,1901,62,12.2,1.73596886247064,1868062111.82813,201586.280887821,1741.0
87,00835909,31175,1471402764,6076916,Valley County,Nebraska,56205,6006,33021.0,19183.0,65563,9801,77794,16348,42292,13126,,,,,,,,,,,16625.0,6921.0,57591,4515,,,1844,87,387,67,1457,107,21.0,3.49588417216542,2641612020.0,205693.307168315,1742.0
88,00835910,31177,1009985085,8392880,Washington County,Nebraska,71505,5534,48250.0,31567.0,100559,9309,85729,12920,45656,6143,57778.0,45423.0,,,,,,,,,,,71523,5410,59028.0,41921.0,8303,138,1072,178,7231,217,12.9,2.13303669589434,1818746627.22266,211509.675565853,1743.0
89,00835911,31179,1147147000,1084590,Wayne County,Nebraska,58894,3906,20104.0,8987.0,65812,7328,84194,12305,46053,8188,,,,,,,,,,,75917.0,29735.0,59163,3683,39096.0,24182.0,3793,145,673,122,3120,187,17.7,3.14411797580424,2094304964.07422,199790.515501925,1744.0
90,00835912,31181,1489017942,337241,Webster County,Nebraska,51684,3314,28750.0,18764.0,64583,11071,55673,6298,45313,9879,,,,,,,,,,,,,52065,3504,31731.0,7953.0,1524,82,283,46,1241,88,18.6,2.84820550730386,2554099759.41016,202321.077272124,1745.0
91,00835913,31183,1489717908,1059454,Wheeler County,Nebraska,48438,5915,,,43846,3302,60000,13503,46042,13316,,,,,,,,,,,,,49375,6091,,,353,43,113,30,240,41,32.0,7.55120012100643,2694173351.43359,207647.979051663,1746.0
92,00835914,31185,1482794081,8595055,York County,Nebraska,63105,3710,29545.0,22631.0,67316,7317,70391,12225,57446,7998,,,,,,,,,53409.0,19628.0,,,64362,3484,39821.0,16389.0,5685,188,768,124,4917,196,13.5,2.13493797819943,2610863734.38281,204456.22803025,1747.0
0,00858638,32001,12820847811,190742991,Churchill County,Nevada,56335,6530,49375.0,12445.0,61958,18047,75545,9306,33952,6691,,,37583.0,11842.0,150605.0,135569.0,,,35769.0,12215.0,24126.0,10675.0,62117,4406,36519.0,18873.0,9972,254,662,163,9310,291,6.6,1.62580709783327,21933031969.8281,726959.539592638,1748.0
1,00863600,32003,20439281712,438410943,Clark County,Nevada,61048,519,37730.0,1739.0,62963,882,70708,1146,48722,963,41931.0,1087.0,49621.0,4938.0,70228.0,1503.0,60945.0,8101.0,50375.0,1493.0,60183.0,2866.0,69011,934,53405.0,1076.0,809026,2481,78994,2152,730032,3142,9.8,0.264308176043982,32141762040.2969,916024.768198153,1749.0
2,00858643,32005,1840147662,72317573,Douglas County,Nevada,71415,2713,44871.0,6905.0,77877,10759,81284,6714,63920,3412,44735.0,14413.0,29375.0,15898.0,70978.0,17262.0,51635.0,8829.0,56250.0,35486.0,85129.0,18933.0,74037,4486,59363.0,5517.0,21071,295,2602,315,18469,396,12.3,1.48491517229225,3163278838.82813,303680.694503645,1750.0
3,00857664,32007,44479019310,74784559,Elko County,Nevada,79375,4206,59091.0,11113.0,80149,8775,96887,6845,46775,7417,73182.0,40483.0,38750.0,10243.0,83819.0,40933.0,,,63915.0,19564.0,74934.0,54452.0,88244,5963,62948.0,15645.0,18516,395,1419,308,17097,477,7.7,1.65537263885022,78652578875.4609,1200664.15527254,1751.0
4,00858641,32009,9277050177,18552010,Esmeralda County,Nevada,31845,6720,,,60521,31192,19125,17873,32321,5952,,,,,,,,,,,,,38000,10686,,,515,124,68,34,447,118,13.2,5.78605234944901,14908200603.2734,545424.741021823,1752.0
5,00858640,32011,10814982421,11058701,Eureka County,Nevada,67478,27402,,,82000,40810,89554,13737,28365,18474,,,,,,,,,,,,,76641,21548,,,661,105,142,69,519,115,21.5,9.8651812102591,18464074445.2148,705386.007861629,1753.0
6,00863310,32013,24969535443,44194837,Humboldt County,Nevada,66123,4707,29079.0,22971.0,81284,9099,69457,6289,32113,9688,,,28794.0,4646.0,,,,,66378.0,49536.0,,,66592,5567,65510.0,21405.0,6579,244,927,221,5652,307,14.1,3.31827636086335,44505888038.4375,950839.92731449,1754.0
7,00863368,32015,14294783161,662270,Lander County,Nevada,73797,20680,,,80893,27386,90980,17068,39609,19512,,,40069.0,13153.0,,,,,,,168462.0,160793.0,74968,25450,,,2315,201,138,84,2177,232,6.0,3.59140628051474,24345831530.9766,831969.885467741,1755.0
8,00863992,32017,27540342252,9802713,Lincoln County,Nevada,56537,6164,,,51563,12580,74492,6012,34709,12691,,,,,,,,,,,,,57955,6387,,,2003,200,145,86,1858,213,7.2,4.2322773440757,44020917929.2422,930608.784273043,1756.0
9,00858645,32019,5187939862,59489121,Lyon County,Nevada,58814,2228,41550.0,5484.0,71461,5667,67210,7433,42712,4299,81540.0,14479.0,39886.0,14826.0,51673.0,1706.0,163463.0,56876.0,61283.0,15296.0,73110.0,7614.0,58894,2555,60211.0,5305.0,21726,377,1539,296,20187,489,7.1,1.35686660720318,8706156032.97656,610456.360138432,1757.0
10,00858644,32021,9715777470,155864513,Mineral County,Nevada,31500,7883,,,37250,11712,27419,14366,32689,13472,26250.0,556.0,24375.0,10880.0,,,,,,,26635.0,16672.0,34255,9074,91471.0,50954.0,1938,182,109,59,1829,189,5.6,2.99820582659723,16160034735.5117,618186.297098417,1758.0
11,00863599,32023,47090939212,43207981,Nye County,Nevada,47308,4341,26402.0,18336.0,52170,5356,56345,3786,38609,4614,32420.0,24681.0,33190.0,10652.0,42225.0,31546.0,,,42404.0,14232.0,58175.0,2272.0,47038,4997,49054.0,14151.0,19253,429,1218,274,18035,535,6.3,1.4161563724243,76139426421.0742,1399115.30223774,1759.0
12,00858646,32027,15634691970,79934815,Pershing County,Nevada,57074,8595,71020.0,636.0,67986,20179,54297,14515,46792,13602,,,107857.0,45154.0,,,,,26250.0,6211.0,,,59436,9371,43000.0,30676.0,2009,183,282,147,1727,211,14.0,7.20449161849288,27159603241.3828,712479.623146408,1760.0
13,00858642,32029,683182692,1881025,Storey County,Nevada,64000,8652,,,61899,37585,75208,27321,55132,20509,,,,,,,,,,,44725.0,33988.0,68253,9467,,,1704,171,266,100,1438,169,15.6,5.65559910080684,1150338926.37109,192599.029993864,1761.0
14,00858608,32031,16358045234,582737534,Washoe County,Nevada,68272,1931,39627.0,2622.0,74201,2428,79972,2407,54744,1489,43411.0,7417.0,48955.0,7823.0,77712.0,6725.0,67396.0,16481.0,51046.0,2967.0,65663.0,10192.0,74230,1540,55646.0,2129.0,186116,941,18667,954,167449,1296,10.0,0.510068970558242,29483171715.0352,1041334.15109497,1762.0
15,00858615,32033,23016356483,23426584,White Pine County,Nevada,57353,6105,55777.0,18797.0,67522,12218,82091,8257,40990,4774,,,28846.0,3087.0,,,,,,,,,57268,4975,82614.0,45792.0,3749,177,294,135,3455,190,7.8,3.58187563735732,38685407619.2383,796398.982463801,1763.0
16,00863219,32510,374341372,32594082,Carson City,Nevada,58305,2023,46838.0,8441.0,58729,3984,73583,5294,47015,5298,,,60227.0,20675.0,68605.0,5158.0,,,42063.0,12232.0,59299.0,13101.0,59251,2339,52222.0,6179.0,22858,336,1849,281,21009,438,8.1,1.22356494345664,677605602.566406,146699.629436752,1764.0
0,00873174,33001,1040779615,176541257,Belknap County,New Hampshire,67328,4828,42708,27854,77145,7604,83921,5336,51306,2407,,,40600.0,30528.0,112723.0,72346.0,,,,,,,67383,5563,68942.0,10411.0,25576,613,3579,485,21997,667,14.0,1.86641313505956,2315781975.90234,235134.033838583,1765.0
1,00873175,33003,2413515434,159620276,Carroll County,New Hampshire,66932,3996,33534,8014,73175,3192,75504,9205,56897,7897,,,,,250001.0,,,,26174.0,8948.0,,,67607,3758,,,22235,649,3746,367,18489,681,16.8,1.57559740651988,4953140386.15234,408434.879421981,1766.0
2,00873176,33005,1830367250,57589051,Cheshire County,New Hampshire,64686,3146,40949,9574,73481,3998,78561,5073,50029,2287,44423.0,13705.0,60385.0,4113.0,75433.0,3300.0,,,36964.0,27290.0,77981.0,20933.0,64906,3345,59118.0,22589.0,30513,534,4181,413,26332,647,13.7,1.33210946710755,3522239501.25,288533.126114076,1767.0
3,00873177,33007,4647923092,92546791,Coos County,New Hampshire,48945,1963,34213,12946,58536,6638,58326,3591,36973,3711,,,,,,,,,,,37212.0,13213.0,48978,2055,108636.0,924.0,13967,381,2058,212,11909,466,14.7,1.46367750106455,9378939878.24219,620665.000527121,1768.0
4,00873178,33009,4425249894,106463952,Grafton County,New Hampshire,67476,3346,37500,15815,73129,2671,76849,5461,53520,3229,89615.0,34706.0,58649.0,2257.0,,,131875.0,62737.0,26844.0,24682.0,47024.0,31749.0,68199,3264,73333.0,39421.0,35141,758,4912,391,30229,776,14.0,1.07103031780931,8742826237.89453,504795.778087134,1769.0
5,00873179,33011,2270191096,41320770,Hillsborough County,New Hampshire,82099,1260,52975,6907,86984,2588,101451,2674,53774,2129,54700.0,8295.0,46932.0,31492.0,83483.0,14852.0,,,59471.0,40354.0,61250.0,12323.0,85220,1645,55305.0,6102.0,162843,783,18357,1095,144486,1442,11.3,0.670238637512525,4311880621.96484,329595.014821582,1770.0
6,00873180,33013,2416197730,57178203,Merrimack County,New Hampshire,77937,2321,41745,10094,87142,3319,93914,4579,52987,2834,65505.0,39568.0,26329.0,15402.0,69205.0,41806.0,,,89083.0,3163.0,61364.0,31973.0,78687,2246,55601.0,6200.0,59209,577,7596,619,51613,729,12.8,1.03794679578024,4671377730.00781,337488.651997092,1771.0
7,00873181,33015,1801055120,258626550,Rockingham County,New Hampshire,93962,2363,60726,6189,108006,2980,113213,4162,60223,2382,82981.0,22381.0,148625.0,88750.0,91691.0,21108.0,,,118231.0,38383.0,73760.0,13863.0,94399,2331,101585.0,15645.0,122520,793,16243,1042,106277,1306,13.3,0.846133592652641,3518824846.46484,314120.142159067,1772.0
8,00873182,33017,951743430,39154073,Strafford County,New Hampshire,72682,2549,37500,10504,83577,5048,89493,4974,50795,2844,65547.0,38771.0,11630.0,8297.0,65379.0,9460.0,,,149018.0,140328.0,67805.0,10206.0,74055,2777,79427.0,22423.0,49831,598,5545,533,44286,815,11.1,1.06124672052955,1871441943.86719,272866.380252494,1773.0
9,00873183,33019,1393091317,36932078,Sullivan County,New Hampshire,63760,3966,63750,38556,71000,8807,76036,4767,46538,3032,215326.0,174731.0,,,,,,,76042.0,594.0,51083.0,13645.0,63223,4118,66765.0,24770.0,17281,450,1560,271,15721,529,9.0,1.55047771103166,2706474286.41016,277023.193102804,1774.0
0,00882270,34001,1438774368,301270979,Atlantic County,New Jersey,63680,2011,27357.0,12084.0,68148,4951,76895,3419,48845,2448,37517,3720,34810.0,9602.0,63921,7939,,,42500.0,3787.0,41096,6265,76730,2820,46406,3135,101103,912,8816,639,92287,1144,8.7,0.627115105881012,2655050655.80859,253479.480038652,1775.0
1,00882271,34003,602918754,35387155,Bergen County,New Jersey,104623,1603,57137.0,5679.0,113933,3295,125105,2648,66284,2939,73862,3894,98542.0,32550.0,124247,5302,123750.0,78065.0,71959.0,8970.0,101884,17500,110686,2170,82675,3585,342059,1334,38961,1660,303098,2021,11.4,0.483259151380584,1120352949.67578,174593.607076963,1776.0
2,00882272,34005,2070157273,54113878,Burlington County,New Jersey,90329,1144,41368.0,9216.0,95190,2572,112178,2592,63266,2320,77444,5178,151148.0,56137.0,113750,12028,,,61807.0,9508.0,67240,8873,94591,1519,69755,6763,168195,1270,14548,944,153647,1527,8.6,0.557440450439692,3611424223.33984,313077.109510882,1777.0
3,00882273,34007,573315345,15699106,Camden County,New Jersey,70957,1199,34108.0,4676.0,75223,2588,86599,1903,50830,2169,48737,2161,42813.0,27123.0,88571,6918,23611.0,13102.0,38486.0,5668.0,65166,9712,85540,1500,43716,3112,190660,1031,16180,915,174480,1326,8.5,0.477712806823482,999219200.15625,196886.191604027,1778.0
4,00882274,34009,651437935,955149083,Cape May County,New Jersey,72385,1989,29418.0,10751.0,76270,6510,87176,4369,58476,2329,35570,7391,,,110848,75772,,,58977.0,52550.0,78953,26569,74296,1879,60085,3654,40670,825,3743,428,36927,1005,9.2,1.03568072296881,1227262736.02344,199375.62486075,1779.0
5,00882275,34011,1251898249,503713126,Cumberland County,New Jersey,55709,2200,24519.0,16772.0,57087,5629,67572,4652,44960,3989,34475,3568,35391.0,26403.0,55946,34064,,,46201.0,12808.0,75649,23424,71006,3274,44755,4189,50947,707,3104,416,47843,740,6.1,0.812145766784365,2176070323.97656,264682.765753595,1780.0
6,00882276,34013,326557433,8638155,Essex County,New Jersey,63959,1212,33972.0,4682.0,62513,2151,78147,2965,50469,2236,46021,1552,51957.0,19289.0,138138,13340,108206.0,88280.0,43802.0,3086.0,53347,5981,110016,2848,50466,2092,290680,1132,26616,1327,264064,1560,9.2,0.45512100736992,585299439.558594,138669.32503925,1781.0
7,00882277,34015,833976887,38259771,Gloucester County,New Jersey,89056,2949,37985.0,4163.0,106346,4145,105015,3562,53973,3548,65809,8340,181406.0,162284.0,103505,12933,,,55514.0,11673.0,80000,22421,91994,2752,76935,10259,106376,766,8510,711,97866,1074,8.0,0.665896736685694,1476010093.72266,223170.99793901,1782.0
8,00882278,34017,119640822,41836491,Hudson County,New Jersey,75062,1415,53483.0,4773.0,94487,2296,75092,2287,36394,1690,53196,3130,54318.0,11274.0,116309,6796,,,51718.0,2498.0,62950,5833,100853,3284,52408,1453,261289,1075,24274,1267,237015,1556,9.3,0.483394978972407,252757410.546875,106404.628974339,1783.0
9,00882228,34019,1108086284,24761598,Hunterdon County,New Jersey,117858,4348,70694.0,19286.0,124764,8054,149255,9656,71221,4441,64464,27067,70875.0,43628.0,134875,25053,,,110600.0,19524.0,119083,25867,120632,4562,103676,16294,47647,451,6383,526,41264,614,13.4,1.09664530241951,1965214610.5,225172.856278762,1784.0
10,00882229,34021,581297767,11434809,Mercer County,New Jersey,83306,1966,31091.0,12275.0,86623,4818,102637,3683,59396,3533,48688,4970,98917.0,48473.0,160465,6989,,,56775.0,6268.0,89982,14460,99015,4267,59108,4277,131440,959,11324,894,120116,1234,8.6,0.677247415532731,1019667294.13281,193184.416691043,1785.0
11,00882230,34023,800881307,35356734,Middlesex County,New Jersey,91731,1116,34420.0,5165.0,101099,2045,110167,2645,58559,1599,79063,5379,87727.0,22040.0,129467,2143,40000.0,27036.0,63651.0,6266.0,86776,5356,90473,1335,65771,2926,287971,1033,23827,1130,264144,1413,8.3,0.391276517908589,1420428540.5,199001.645752155,1786.0
12,00882910,34025,1212585330,500431205,Monmouth County,New Jersey,103523,1761,48075.0,17038.0,117789,4540,128815,2733,66694,2215,57466,6027,,,157700,13431,,,56862.0,6780.0,108636,19754,108111,1760,74759,6920,238235,1126,27310,1242,210925,1640,11.5,0.518510856685854,2166685070.23047,270075.450483524,1787.0
13,00882231,34027,1193911893,53230151,Morris County,New Jersey,117298,2241,66485.0,18030.0,125612,3030,143962,2777,75529,2844,74899,16467,,,141824,6460,,,81992.0,12133.0,101124,10754,122327,2390,83716,5192,184162,936,21034,1055,163128,1338,11.4,0.569916484681417,2182573767.14453,302298.487624033,1788.0
14,00882279,34029,1627252596,742162038,Ocean County,New Jersey,72679,1275,37466.0,9460.0,88627,3859,95158,2295,49914,1418,59138,8497,,,89440,11463,,,71484.0,9259.0,72457,6441,72840,1373,72217,4104,229454,1336,20228,1005,209226,1625,8.8,0.434978179139045,3323363849.34766,281288.962782121,1789.0
15,00882232,34031,481772300,32052581,Passaic County,New Jersey,73562,1609,39199.0,6603.0,73343,3135,89088,2444,54033,2588,49713,3838,43333.0,33032.0,95795,9119,,,52529.0,4592.0,51291,10954,97050,1990,52801,2509,168681,584,15020,916,153661,1094,8.9,0.542161082786761,903893627.542969,199243.22978518,1790.0
16,00882233,34033,859519174,105385672,Salem County,New Jersey,64234,2356,,,67803,5689,79443,7685,49425,5197,32837,7425,19962.0,17226.0,59063,20652,,,,,57438,44419,75770,5120,35233,9340,24414,349,1850,276,22564,389,7.6,1.12529727319867,1521418865.46094,259188.635453598,1791.0
17,00882234,34035,781829190,7996119,Somerset County,New Jersey,116510,2194,26989.0,10175.0,117120,4257,150595,5183,71907,4351,88608,4244,64444.0,23910.0,165474,9868,,,68784.0,11999.0,92536,9201,121575,2787,77459,5941,119721,743,13280,818,106441,1160,11.1,0.679778385794943,1369999204.22266,217480.580842546,1792.0
18,00882236,34037,1343325260,43712954,Sussex County,New Jersey,96222,2148,45078.0,16458.0,107148,5674,113603,3008,70841,3563,115690,33771,,,103306,22042,,,64265.0,28096.0,106750,39495,96577,2289,87647,5142,54166,619,6604,515,47562,771,12.2,0.940516652525558,2447759028.86328,212522.668157277,1793.0
